Store,Department,Space,Category,Product,Date,Price,QTY
Store_4,Text_398,Text_398,C,Product_399,2024-02-03,48.62,9
Store_5,Text_399,Text_399,A,Product_400,2024-02-04,1.06,22
Store_1,Text_400,Text_400,B,Product_401,2024-02-05,93.7,48
Store_2,Text_401,Text_401,C,Product_402,2024-02-06,47.76,10
Store_3,Text_402,Text_402,A,Product_403,2024-02-07,48.96,32
Store_4,Text_403,Text_403,B,Product_404,2024-02-08,73.62,9
Store_5,Text_404,Text_404,C,Product_405,2024-02-09,54.06,30
Store_1,Text_405,Text_405,A,Product_406,2024-02-10,8.07,45
Store_2,Text_406,Text_406,B,Product_407,2024-02-11,72.16,30
Store_3,Text_407,Text_407,C,Product_408,2024-02-12,60.6,25
Store_4,Text_408,Text_408,A,Product_409,2024-02-13,34.29,10
Store_5,Text_409,Text_409,B,Product_410,2024-02-14,26.26,9
Store_1,Text_410,Text_410,C,Product_411,2024-02-15,71.78,4
Store_2,Text_411,Text_411,A,Product_412,2024-02-16,15.54,48
Store_3,Text_412,Text_412,B,Product_413,2024-02-17,41.03,33
Store_4,Text_413,Text_413,C,Product_414,2024-02-18,87.14,40
Store_5,Text_414,Text_414,A,Product_415,2024-02-19,75.38,49
Store_1,Text_415,Text_415,B,Product_416,2024-02-20,99.95,46
Store_2,Text_416,Text_416,C,Product_417,2024-02-21,39.02,34
Store_3,Text_417,Text_417,A,Product_418,2024-02-22,88.95,45
Store_4,Text_418,Text_418,B,Product_419,2024-02-23,81.12,33
Store_5,Text_419,Text_419,C,Product_420,2024-02-24,89.41,44
Store_1,Text_420,Text_420,A,Product_421,2024-02-25,48.4,27
Store_2,Text_421,Text_421,B,Product_422,2024-02-26,39.76,23
Store_3,Text_422,Text_422,C,Product_423,2024-02-27,8.22,43
Store_4,Text_423,Text_423,A,Product_424,2024-02-28,60.41,41
Store_5,Text_424,Text_424,B,Product_425,2024-02-29,5.76,23
Store_1,Text_425,Text_425,C,Product_426,2024-03-01,88.5,5
Store_2,Text_426,Text_426,A,Product_427,2024-03-02,37.26,7
Store_3,Text_427,Text_427,B,Product_428,2024-03-03,42.29,49
Store_4,Text_428,Text_428,C,Product_429,2024-03-04,3.56,49
Store_5,Text_429,Text_429,A,Product_430,2024-03-05,45.79,49
Store_1,Text_430,Text_430,B,Product_431,2024-03-06,84.89,24
Store_2,Text_431,Text_431,C,Product_432,2024-03-07,88.54,19
Store_3,Text_432,Text_432,A,Product_433,2024-03-08,68.15,13
Store_4,Text_433,Text_433,B,Product_434,2024-03-09,69.34,32
Store_5,Text_434,Text_434,C,Product_435,2024-03-10,85.5,24
Store_1,Text_435,Text_435,A,Product_436,2024-03-11,45.55,39
Store_2,Text_436,Text_436,B,Product_437,2024-03-12,85.19,8
Store_3,Text_437,Text_437,C,Product_438,2024-03-13,82.7,47
Store_4,Text_438,Text_438,A,Product_439,2024-03-14,47.7,27
Store_5,Text_439,Text_439,B,Product_440,2024-03-15,33.53,38
Store_1,Text_440,Text_440,C,Product_441,2024-03-16,30.2,19
Store_2,Text_441,Text_441,A,Product_442,2024-03-17,70.85,29
Store_3,Text_442,Text_442,B,Product_443,2024-03-18,97.27,45
Store_4,Text_443,Text_443,C,Product_444,2024-03-19,19.08,18
Store_5,Text_444,Text_444,A,Product_445,2024-03-20,69.8,10
Store_1,Text_445,Text_445,B,Product_446,2024-03-21,67.67,37
Store_2,Text_446,Text_446,C,Product_447,2024-03-22,80.19,13
Store_3,Text_447,Text_447,A,Product_448,2024-03-23,42.99,18
Store_4,Text_448,Text_448,B,Product_449,2024-03-24,13.29,43
Store_5,Text_449,Text_449,C,Product_450,2024-03-25,28.56,32
Store_1,Text_450,Text_450,A,Product_451,2024-03-26,76.58,32
Store_2,Text_451,Text_451,B,Product_452,2024-03-27,97.67,39
Store_3,Text_452,Text_452,C,Product_453,2024-03-28,24.88,14
Store_4,Text_453,Text_453,A,Product_454,2024-03-29,89.2,34
Store_5,Text_454,Text_454,B,Product_455,2024-03-30,89.21,31
Store_1,Text_455,Text_455,C,Product_456,2024-03-31,42.73,24
Store_2,Text_456,Text_456,A,Product_457,2024-04-01,23.38,8
Store_3,Text_457,Text_457,B,Product_458,2024-04-02,43.78,11
Store_4,Text_458,Text_458,C,Product_459,2024-04-03,36.87,30
Store_5,Text_459,Text_459,A,Product_460,2024-04-04,84.27,22
Store_1,Text_460,Text_460,B,Product_461,2024-04-05,34.5,38
Store_2,Text_461,Text_461,C,Product_462,2024-04-06,42.32,44
Store_3,Text_462,Text_462,A,Product_463,2024-04-07,52.58,31
Store_4,Text_463,Text_463,B,Product_464,2024-04-08,19.75,5
Store_5,Text_464,Text_464,C,Product_465,2024-04-09,19.92,33
Store_1,Text_465,Text_465,A,Product_466,2024-04-10,34.89,16
Store_2,Text_466,Text_466,B,Product_467,2024-04-11,63.35,31
Store_3,Text_467,Text_467,C,Product_468,2024-04-12,56.31,38
Store_4,Text_468,Text_468,A,Product_469,2024-04-13,36.82,14
Store_5,Text_469,Text_469,B,Product_470,2024-04-14,5.38,26
Store_1,Text_470,Text_470,C,Product_471,2024-04-15,61.2,7
Store_2,Text_471,Text_471,A,Product_472,2024-04-16,60.23,23
Store_3,Text_472,Text_472,B,Product_473,2024-04-17,51.28,20
Store_4,Text_473,Text_473,C,Product_474,2024-04-18,23.16,32
Store_5,Text_474,Text_474,A,Product_475,2024-04-19,61.57,1
Store_1,Text_475,Text_475,B,Product_476,2024-04-20,65.78,7
Store_2,Text_476,Text_476,C,Product_477,2024-04-21,65.45,3
Store_3,Text_477,Text_477,A,Product_478,2024-04-22,56.54,27
Store_4,Text_478,Text_478,B,Product_479,2024-04-23,19.09,8
Store_5,Text_479,Text_479,C,Product_480,2024-04-24,14.16,4
Store_1,Text_480,Text_480,A,Product_481,2024-04-25,77.06,17
Store_2,Text_481,Text_481,B,Product_482,2024-04-26,22.52,2
Store_3,Text_482,Text_482,C,Product_483,2024-04-27,65.72,25
Store_4,Text_483,Text_483,A,Product_484,2024-04-28,56.23,29
Store_5,Text_484,Text_484,B,Product_485,2024-04-29,37.63,16
Store_1,Text_485,Text_485,C,Product_486,2024-04-30,28.15,49
Store_2,Text_486,Text_486,A,Product_487,2024-05-01,66.49,21
Store_3,Text_487,Text_487,B,Product_488,2024-05-02,61.87,43
Store_4,Text_488,Text_488,C,Product_489,2024-05-03,12.85,7
Store_5,Text_489,Text_489,A,Product_490,2024-05-04,46.04,14
Store_1,Text_490,Text_490,B,Product_491,2024-05-05,39.02,17
Store_2,Text_491,Text_491,C,Product_492,2024-05-06,18.86,23
Store_3,Text_492,Text_492,A,Product_493,2024-05-07,72.68,32
Store_4,Text_493,Text_493,B,Product_494,2024-05-08,56.67,19
Store_5,Text_494,Text_494,C,Product_495,2024-05-09,62.21,22
Store_1,Text_495,Text_495,A,Product_496,2024-05-10,48.7,16
Store_2,Text_496,Text_496,B,Product_497,2024-05-11,46.14,33
Store_3,Text_497,Text_497,C,Product_498,2024-05-12,84.47,7
Store_4,Text_498,Text_498,A,Product_499,2024-05-13,18.04,43
Store_5,Text_499,Text_499,B,Product_500,2024-05-14,31.12,32
Store_1,Text_500,Text_500,C,Product_501,2024-05-15,11.39,13
Store_2,Text_501,Text_501,A,Product_502,2024-05-16,47.47,33
Store_3,Text_502,Text_502,B,Product_503,2024-05-17,50.1,32
Store_4,Text_503,Text_503,C,Product_504,2024-05-18,8.88,32
Store_5,Text_504,Text_504,A,Product_505,2024-05-19,72.1,19
Store_1,Text_505,Text_505,B,Product_506,2024-05-20,86.82,46
Store_2,Text_506,Text_506,C,Product_507,2024-05-21,78.38,31
Store_3,Text_507,Text_507,A,Product_508,2024-05-22,73.02,13
Store_4,Text_508,Text_508,B,Product_509,2024-05-23,79.35,48
Store_5,Text_509,Text_509,C,Product_510,2024-05-24,99.99,47
Store_1,Text_510,Text_510,A,Product_511,2024-05-25,65.75,27
Store_2,Text_511,Text_511,B,Product_512,2024-05-26,85.96,11
Store_3,Text_512,Text_512,C,Product_513,2024-05-27,88.09,45
Store_4,Text_513,Text_513,A,Product_514,2024-05-28,75.08,33
Store_5,Text_514,Text_514,B,Product_515,2024-05-29,7.31,8
Store_1,Text_515,Text_515,C,Product_516,2024-05-30,27.34,8
Store_2,Text_516,Text_516,A,Product_517,2024-05-31,94.33,29
Store_3,Text_517,Text_517,B,Product_518,2024-06-01,46.34,36
Store_4,Text_518,Text_518,C,Product_519,2024-06-02,22.81,29
Store_5,Text_519,Text_519,A,Product_520,2024-06-03,50.05,11
Store_1,Text_520,Text_520,B,Product_521,2024-06-04,70.47,9
Store_2,Text_521,Text_521,C,Product_522,2024-06-05,1.13,41
Store_3,Text_522,Text_522,A,Product_523,2024-06-06,27.71,6
Store_4,Text_523,Text_523,B,Product_524,2024-06-07,88.16,32
Store_5,Text_524,Text_524,C,Product_525,2024-06-08,97.42,16
Store_1,Text_525,Text_525,A,Product_526,2024-06-09,29.11,3
Store_2,Text_526,Text_526,B,Product_527,2024-06-10,44.57,3
Store_3,Text_527,Text_527,C,Product_528,2024-06-11,13.86,22
Store_4,Text_528,Text_528,A,Product_529,2024-06-12,6.93,40
Store_5,Text_529,Text_529,B,Product_530,2024-06-13,58.85,25
Store_1,Text_530,Text_530,C,Product_531,2024-06-14,18.55,31
Store_2,Text_531,Text_531,A,Product_532,2024-06-15,11.13,49
Store_3,Text_532,Text_532,B,Product_533,2024-06-16,78.25,31
Store_4,Text_533,Text_533,C,Product_534,2024-06-17,41.76,14
Store_5,Text_534,Text_534,A,Product_535,2024-06-18,3.29,46
Store_1,Text_535,Text_535,B,Product_536,2024-06-19,6.5,42
Store_2,Text_536,Text_536,C,Product_537,2024-06-20,99.23,19
Store_3,Text_537,Text_537,A,Product_538,2024-06-21,81.53,22
Store_4,Text_538,Text_538,B,Product_539,2024-06-22,4.0,25
Store_5,Text_539,Text_539,C,Product_540,2024-06-23,83.01,24
Store_1,Text_540,Text_540,A,Product_541,2024-06-24,76.62,44
Store_2,Text_541,Text_541,B,Product_542,2024-06-25,64.62,33
Store_3,Text_542,Text_542,C,Product_543,2024-06-26,16.06,27
Store_4,Text_543,Text_543,A,Product_544,2024-06-27,76.94,2
Store_5,Text_544,Text_544,B,Product_545,2024-06-28,97.47,47
Store_1,Text_545,Text_545,C,Product_546,2024-06-29,7.55,10
Store_2,Text_546,Text_546,A,Product_547,2024-06-30,36.71,21
Store_3,Text_547,Text_547,B,Product_548,2024-07-01,42.39,12
Store_4,Text_548,Text_548,C,Product_549,2024-07-02,96.86,49
Store_5,Text_549,Text_549,A,Product_550,2024-07-03,85.98,22
Store_1,Text_550,Text_550,B,Product_551,2024-07-04,89.31,4
Store_2,Text_551,Text_551,C,Product_552,2024-07-05,11.44,5
Store_3,Text_552,Text_552,A,Product_553,2024-07-06,68.16,29
Store_4,Text_553,Text_553,B,Product_554,2024-07-07,62.9,4
Store_5,Text_554,Text_554,C,Product_555,2024-07-08,70.78,32
Store_1,Text_555,Text_555,A,Product_556,2024-07-09,13.48,8
Store_2,Text_556,Text_556,B,Product_557,2024-07-10,70.51,2
Store_3,Text_557,Text_557,C,Product_558,2024-07-11,70.64,22
Store_4,Text_558,Text_558,A,Product_559,2024-07-12,54.82,1
Store_5,Text_559,Text_559,B,Product_560,2024-07-13,88.04,30
Store_1,Text_560,Text_560,C,Product_561,2024-07-14,18.63,17
Store_2,Text_561,Text_561,A,Product_562,2024-07-15,7.12,47
Store_3,Text_562,Text_562,B,Product_563,2024-07-16,84.46,24
Store_4,Text_563,Text_563,C,Product_564,2024-07-17,38.04,47
Store_5,Text_564,Text_564,A,Product_565,2024-07-18,8.17,6
Store_1,Text_565,Text_565,B,Product_566,2024-07-19,67.79,30
Store_2,Text_566,Text_566,C,Product_567,2024-07-20,42.05,31
Store_3,Text_567,Text_567,A,Product_568,2024-07-21,25.72,34
Store_4,Text_568,Text_568,B,Product_569,2024-07-22,3.04,48
Store_5,Text_569,Text_569,C,Product_570,2024-07-23,91.0,31
Store_1,Text_570,Text_570,A,Product_571,2024-07-24,6.12,8
Store_2,Text_571,Text_571,B,Product_572,2024-07-25,89.49,1
Store_3,Text_572,Text_572,C,Product_573,2024-07-26,60.57,10
Store_4,Text_573,Text_573,A,Product_574,2024-07-27,48.44,7
Store_5,Text_574,Text_574,B,Product_575,2024-07-28,82.31,21
Store_1,Text_575,Text_575,C,Product_576,2024-07-29,74.57,39
Store_2,Text_576,Text_576,A,Product_577,2024-07-30,59.05,31
Store_3,Text_577,Text_577,B,Product_578,2024-07-31,46.99,17
Store_4,Text_578,Text_578,C,Product_579,2024-08-01,60.64,7
Store_5,Text_579,Text_579,A,Product_580,2024-08-02,94.17,21
Store_1,Text_580,Text_580,B,Product_581,2024-08-03,54.29,26
Store_2,Text_581,Text_581,C,Product_582,2024-08-04,36.04,5
Store_3,Text_582,Text_582,A,Product_583,2024-08-05,68.4,9
Store_4,Text_583,Text_583,B,Product_584,2024-08-06,12.73,26
Store_5,Text_584,Text_584,C,Product_585,2024-08-07,11.99,16
Store_1,Text_585,Text_585,A,Product_586,2024-08-08,71.1,30
Store_2,Text_586,Text_586,B,Product_587,2024-08-09,97.3,3
Store_3,Text_587,Text_587,C,Product_588,2024-08-10,49.08,26
Store_4,Text_588,Text_588,A,Product_589,2024-08-11,42.62,3
Store_5,Text_589,Text_589,B,Product_590,2024-08-12,82.11,24
Store_1,Text_590,Text_590,C,Product_591,2024-08-13,44.53,47
Store_2,Text_591,Text_591,A,Product_592,2024-08-14,46.02,16
Store_3,Text_592,Text_592,B,Product_593,2024-08-15,39.8,2
Store_4,Text_593,Text_593,C,Product_594,2024-08-16,7.47,13
Store_5,Text_594,Text_594,A,Product_595,2024-08-17,49.2,28
Store_1,Text_595,Text_595,B,Product_596,2024-08-18,87.1,30
Store_2,Text_596,Text_596,C,Product_597,2024-08-19,99.3,8
Store_3,Text_597,Text_597,A,Product_598,2024-08-20,95.82,24
Store_4,Text_598,Text_598,B,Product_599,2024-08-21,47.96,19
Store_5,Text_599,Text_599,C,Product_600,2024-08-22,60.33,44
Store_1,Text_600,Text_600,A,Product_601,2024-08-23,90.94,20
Store_2,Text_601,Text_601,B,Product_602,2024-08-24,96.81,19
Store_3,Text_602,Text_602,C,Product_603,2024-08-25,93.63,16
Store_4,Text_603,Text_603,A,Product_604,2024-08-26,23.37,8
Store_5,Text_604,Text_604,B,Product_605,2024-08-27,8.48,42
Store_1,Text_605,Text_605,C,Product_606,2024-08-28,14.54,49
Store_2,Text_606,Text_606,A,Product_607,2024-08-29,9.03,35
Store_3,Text_607,Text_607,B,Product_608,2024-08-30,54.66,25
Store_4,Text_608,Text_608,C,Product_609,2024-08-31,32.51,4
Store_5,Text_609,Text_609,A,Product_610,2024-09-01,84.9,47
Store_1,Text_610,Text_610,B,Product_611,2024-09-02,72.91,41
Store_2,Text_611,Text_611,C,Product_612,2024-09-03,21.51,8
Store_3,Text_612,Text_612,A,Product_613,2024-09-04,4.24,20
Store_4,Text_613,Text_613,B,Product_614,2024-09-05,10.06,47
Store_5,Text_614,Text_614,C,Product_615,2024-09-06,25.23,46
Store_1,Text_615,Text_615,A,Product_616,2024-09-07,85.22,40
Store_2,Text_616,Text_616,B,Product_617,2024-09-08,14.92,19
Store_3,Text_617,Text_617,C,Product_618,2024-09-09,13.37,45
Store_4,Text_618,Text_618,A,Product_619,2024-09-10,89.56,34
Store_5,Text_619,Text_619,B,Product_620,2024-09-11,42.35,16
Store_1,Text_620,Text_620,C,Product_621,2024-09-12,9.21,25
Store_2,Text_621,Text_621,A,Product_622,2024-09-13,78.17,17
Store_3,Text_622,Text_622,B,Product_623,2024-09-14,19.53,41
Store_4,Text_623,Text_623,C,Product_624,2024-09-15,49.85,27
Store_5,Text_624,Text_624,A,Product_625,2024-09-16,71.01,7
Store_1,Text_625,Text_625,B,Product_626,2024-09-17,35.46,48
Store_2,Text_626,Text_626,C,Product_627,2024-09-18,54.38,19
Store_3,Text_627,Text_627,A,Product_628,2024-09-19,10.02,9
Store_4,Text_628,Text_628,B,Product_629,2024-09-20,90.89,43
Store_5,Text_629,Text_629,C,Product_630,2024-09-21,94.3,20
Store_1,Text_630,Text_630,A,Product_631,2024-09-22,35.41,41
Store_2,Text_631,Text_631,B,Product_632,2024-09-23,59.85,22
Store_3,Text_632,Text_632,C,Product_633,2024-09-24,94.06,21
Store_4,Text_633,Text_633,A,Product_634,2024-09-25,88.39,27
Store_5,Text_634,Text_634,B,Product_635,2024-09-26,52.21,17
Store_1,Text_635,Text_635,C,Product_636,2024-09-27,98.09,37
Store_2,Text_636,Text_636,A,Product_637,2024-09-28,67.22,9
Store_3,Text_637,Text_637,B,Product_638,2024-09-29,72.69,43
Store_4,Text_638,Text_638,C,Product_639,2024-09-30,10.78,3
Store_5,Text_639,Text_639,A,Product_640,2024-10-01,63.19,4
Store_1,Text_640,Text_640,B,Product_641,2024-10-02,92.2,47
Store_2,Text_641,Text_641,C,Product_642,2024-10-03,18.99,27
Store_3,Text_642,Text_642,A,Product_643,2024-10-04,22.36,19
Store_4,Text_643,Text_643,B,Product_644,2024-10-05,95.77,27
Store_5,Text_644,Text_644,C,Product_645,2024-10-06,91.56,32
Store_1,Text_645,Text_645,A,Product_646,2024-10-07,84.61,28
Store_2,Text_646,Text_646,B,Product_647,2024-10-08,37.4,3
Store_3,Text_647,Text_647,C,Product_648,2024-10-09,31.27,47
Store_4,Text_648,Text_648,A,Product_649,2024-10-10,60.67,43
Store_5,Text_649,Text_649,B,Product_650,2024-10-11,91.75,38
Store_1,Text_650,Text_650,C,Product_651,2024-10-12,46.84,43
Store_2,Text_651,Text_651,A,Product_652,2024-10-13,17.18,35
Store_3,Text_652,Text_652,B,Product_653,2024-10-14,78.36,48
Store_4,Text_653,Text_653,C,Product_654,2024-10-15,14.47,26
Store_5,Text_654,Text_654,A,Product_655,2024-10-16,14.73,3
Store_1,Text_655,Text_655,B,Product_656,2024-10-17,49.0,24
Store_2,Text_656,Text_656,C,Product_657,2024-10-18,34.41,13
Store_3,Text_657,Text_657,A,Product_658,2024-10-19,79.09,3
Store_4,Text_658,Text_658,B,Product_659,2024-10-20,76.14,24
Store_5,Text_659,Text_659,C,Product_660,2024-10-21,36.14,31
Store_1,Text_660,Text_660,A,Product_661,2024-10-22,21.96,26
Store_2,Text_661,Text_661,B,Product_662,2024-10-23,7.38,29
Store_3,Text_662,Text_662,C,Product_663,2024-10-24,6.08,46
Store_4,Text_663,Text_663,A,Product_664,2024-10-25,54.46,41
Store_5,Text_664,Text_664,B,Product_665,2024-10-26,50.71,19
Store_1,Text_665,Text_665,C,Product_666,2024-10-27,57.31,3
Store_2,Text_666,Text_666,A,Product_667,2024-10-28,97.56,25
Store_3,Text_667,Text_667,B,Product_668,2024-10-29,13.55,12
Store_4,Text_668,Text_668,C,Product_669,2024-10-30,63.42,14
Store_5,Text_669,Text_669,A,Product_670,2024-10-31,46.13,49
Store_1,Text_670,Text_670,B,Product_671,2024-11-01,79.19,19
Store_2,Text_671,Text_671,C,Product_672,2024-11-02,9.96,15
Store_3,Text_672,Text_672,A,Product_673,2024-11-03,33.58,41
Store_4,Text_673,Text_673,B,Product_674,2024-11-04,49.52,37
Store_5,Text_674,Text_674,C,Product_675,2024-11-05,28.07,45
Store_1,Text_675,Text_675,A,Product_676,2024-11-06,10.3,5
Store_2,Text_676,Text_676,B,Product_677,2024-11-07,11.37,47
Store_3,Text_677,Text_677,C,Product_678,2024-11-08,69.93,26
Store_4,Text_678,Text_678,A,Product_679,2024-11-09,16.89,41
Store_5,Text_679,Text_679,B,Product_680,2024-11-10,57.34,30
Store_1,Text_680,Text_680,C,Product_681,2024-11-11,73.95,47
Store_2,Text_681,Text_681,A,Product_682,2024-11-12,44.38,25
Store_3,Text_682,Text_682,B,Product_683,2024-11-13,78.29,39
Store_4,Text_683,Text_683,C,Product_684,2024-11-14,30.21,12
Store_5,Text_684,Text_684,A,Product_685,2024-11-15,49.61,41
Store_1,Text_685,Text_685,B,Product_686,2024-11-16,50.63,17
Store_2,Text_686,Text_686,C,Product_687,2024-11-17,34.23,11
Store_3,Text_687,Text_687,A,Product_688,2024-11-18,35.67,22
Store_4,Text_688,Text_688,B,Product_689,2024-11-19,23.42,13
Store_5,Text_689,Text_689,C,Product_690,2024-11-20,57.74,3
Store_1,Text_690,Text_690,A,Product_691,2024-11-21,44.26,42
Store_2,Text_691,Text_691,B,Product_692,2024-11-22,84.2,28
Store_3,Text_692,Text_692,C,Product_693,2024-11-23,65.81,49
Store_4,Text_693,Text_693,A,Product_694,2024-11-24,75.92,40
Store_5,Text_694,Text_694,B,Product_695,2024-11-25,18.39,25
Store_1,Text_695,Text_695,C,Product_696,2024-11-26,35.43,3
Store_2,Text_696,Text_696,A,Product_697,2024-11-27,56.18,3
Store_3,Text_697,Text_697,B,Product_698,2024-11-28,13.75,3
Store_4,Text_698,Text_698,C,Product_699,2024-11-29,19.32,12
Store_5,Text_699,Text_699,A,Product_700,2024-11-30,55.62,3
Store_1,Text_700,Text_700,B,Product_701,2024-12-01,79.0,6
Store_2,Text_701,Text_701,C,Product_702,2024-12-02,36.1,40
Store_3,Text_702,Text_702,A,Product_703,2024-12-03,55.0,20
Store_4,Text_703,Text_703,B,Product_704,2024-12-04,53.79,3
Store_5,Text_704,Text_704,C,Product_705,2024-12-05,9.45,43
Store_1,Text_705,Text_705,A,Product_706,2024-12-06,18.55,21
Store_2,Text_706,Text_706,B,Product_707,2024-12-07,55.22,9
Store_3,Text_707,Text_707,C,Product_708,2024-12-08,86.98,19
Store_4,Text_708,Text_708,A,Product_709,2024-12-09,97.96,39
Store_5,Text_709,Text_709,B,Product_710,2024-12-10,36.44,25
Store_1,Text_710,Text_710,C,Product_711,2024-12-11,2.03,11
Store_2,Text_711,Text_711,A,Product_712,2024-12-12,31.25,11
Store_3,Text_712,Text_712,B,Product_713,2024-12-13,32.08,37
Store_4,Text_713,Text_713,C,Product_714,2024-12-14,35.68,43
Store_5,Text_714,Text_714,A,Product_715,2024-12-15,23.36,34
Store_1,Text_715,Text_715,B,Product_716,2024-12-16,25.3,45
Store_2,Text_716,Text_716,C,Product_717,2024-12-17,15.58,27
Store_3,Text_717,Text_717,A,Product_718,2024-12-18,23.65,12
Store_4,Text_718,Text_718,B,Product_719,2024-12-19,72.15,2
Store_5,Text_719,Text_719,C,Product_720,2024-12-20,86.17,16
Store_1,Text_720,Text_720,A,Product_721,2024-12-21,16.61,18
Store_2,Text_721,Text_721,B,Product_722,2024-12-22,50.26,13
Store_3,Text_722,Text_722,C,Product_723,2024-12-23,41.23,27
Store_4,Text_723,Text_723,A,Product_724,2024-12-24,71.53,24
Store_5,Text_724,Text_724,B,Product_725,2024-12-25,37.29,31
Store_1,Text_725,Text_725,C,Product_726,2024-12-26,64.03,47
Store_2,Text_726,Text_726,A,Product_727,2024-12-27,65.12,15
Store_3,Text_727,Text_727,B,Product_728,2024-12-28,20.91,17
Store_4,Text_728,Text_728,C,Product_729,2024-12-29,56.32,44
Store_5,Text_729,Text_729,A,Product_730,2024-12-30,62.36,24
Store_1,Text_730,Text_730,B,Product_731,2024-12-31,86.75,24
Store_2,Text_731,Text_731,C,Product_732,2025-01-01,49.97,12
Store_3,Text_732,Text_732,A,Product_733,2025-01-02,31.9,40
Store_4,Text_733,Text_733,B,Product_734,2025-01-03,27.68,23
Store_5,Text_734,Text_734,C,Product_735,2025-01-04,64.71,9
Store_1,Text_735,Text_735,A,Product_736,2025-01-05,57.85,38
Store_2,Text_736,Text_736,B,Product_737,2025-01-06,40.18,18
Store_3,Text_737,Text_737,C,Product_738,2025-01-07,57.01,37
Store_4,Text_738,Text_738,A,Product_739,2025-01-08,8.94,5
Store_5,Text_739,Text_739,B,Product_740,2025-01-09,65.32,11
Store_1,Text_740,Text_740,C,Product_741,2025-01-10,5.96,15
Store_2,Text_741,Text_741,A,Product_742,2025-01-11,62.45,21
Store_3,Text_742,Text_742,B,Product_743,2025-01-12,4.01,24
Store_4,Text_743,Text_743,C,Product_744,2025-01-13,73.56,25
Store_5,Text_744,Text_744,A,Product_745,2025-01-14,40.39,19
Store_1,Text_745,Text_745,B,Product_746,2025-01-15,63.03,40
Store_2,Text_746,Text_746,C,Product_747,2025-01-16,69.07,35
Store_3,Text_747,Text_747,A,Product_748,2025-01-17,74.36,47
Store_4,Text_748,Text_748,B,Product_749,2025-01-18,54.17,22
Store_5,Text_749,Text_749,C,Product_750,2025-01-19,26.52,25
Store_1,Text_750,Text_750,A,Product_751,2025-01-20,45.14,1
Store_2,Text_751,Text_751,B,Product_752,2025-01-21,31.37,34
Store_3,Text_752,Text_752,C,Product_753,2025-01-22,11.97,40
Store_4,Text_753,Text_753,A,Product_754,2025-01-23,97.79,25
Store_5,Text_754,Text_754,B,Product_755,2025-01-24,73.22,49
Store_1,Text_755,Text_755,C,Product_756,2025-01-25,93.16,10
Store_2,Text_756,Text_756,A,Product_757,2025-01-26,46.67,23
Store_3,Text_757,Text_757,B,Product_758,2025-01-27,48.49,13
Store_4,Text_758,Text_758,C,Product_759,2025-01-28,40.52,2
Store_5,Text_759,Text_759,A,Product_760,2025-01-29,72.13,9
Store_1,Text_760,Text_760,B,Product_761,2025-01-30,39.53,13
Store_2,Text_761,Text_761,C,Product_762,2025-01-31,20.23,42
Store_3,Text_762,Text_762,A,Product_763,2025-02-01,31.36,39
Store_4,Text_763,Text_763,B,Product_764,2025-02-02,35.6,28
Store_5,Text_764,Text_764,C,Product_765,2025-02-03,45.89,18
Store_1,Text_765,Text_765,A,Product_766,2025-02-04,8.11,34
Store_2,Text_766,Text_766,B,Product_767,2025-02-05,28.39,9
Store_3,Text_767,Text_767,C,Product_768,2025-02-06,96.13,26
Store_4,Text_768,Text_768,A,Product_769,2025-02-07,5.77,13
Store_5,Text_769,Text_769,B,Product_770,2025-02-08,1.01,4
Store_1,Text_770,Text_770,C,Product_771,2025-02-09,38.63,20
Store_2,Text_771,Text_771,A,Product_772,2025-02-10,32.97,24
Store_3,Text_772,Text_772,B,Product_773,2025-02-11,42.63,30
Store_4,Text_773,Text_773,C,Product_774,2025-02-12,13.86,32
Store_5,Text_774,Text_774,A,Product_775,2025-02-13,31.77,39
Store_1,Text_775,Text_775,B,Product_776,2025-02-14,73.73,43
Store_2,Text_776,Text_776,C,Product_777,2025-02-15,17.55,46
Store_3,Text_777,Text_777,A,Product_778,2025-02-16,60.23,2
Store_4,Text_778,Text_778,B,Product_779,2025-02-17,50.42,2
Store_5,Text_779,Text_779,C,Product_780,2025-02-18,22.38,1
Store_1,Text_780,Text_780,A,Product_781,2025-02-19,82.98,4
Store_2,Text_781,Text_781,B,Product_782,2025-02-20,79.88,7
Store_3,Text_782,Text_782,C,Product_783,2025-02-21,60.8,8
Store_4,Text_783,Text_783,A,Product_784,2025-02-22,97.08,35
Store_5,Text_784,Text_784,B,Product_785,2025-02-23,7.85,8
Store_1,Text_785,Text_785,C,Product_786,2025-02-24,96.93,16
Store_2,Text_786,Text_786,A,Product_787,2025-02-25,22.0,40
Store_3,Text_787,Text_787,B,Product_788,2025-02-26,53.94,26
Store_4,Text_788,Text_788,C,Product_789,2025-02-27,26.08,11
Store_5,Text_789,Text_789,A,Product_790,2025-02-28,76.29,49
Store_1,Text_790,Text_790,B,Product_791,2025-03-01,66.41,39
Store_2,Text_791,Text_791,C,Product_792,2025-03-02,33.86,31
Store_3,Text_792,Text_792,A,Product_793,2025-03-03,21.71,9
Store_4,Text_793,Text_793,B,Product_794,2025-03-04,47.97,14
Store_5,Text_794,Text_794,C,Product_795,2025-03-05,47.85,37
Store_1,Text_795,Text_795,A,Product_796,2025-03-06,26.28,42
Store_2,Text_796,Text_796,B,Product_797,2025-03-07,26.93,35
