Store,Department,Space,Category,Calculation Group,Product,Date,QTY,Price,Original_Ind
Store_2,Text_331,Text_331,B,B,Product_332,2023-11-28,28,81.19,Text_331
Store_3,Text_332,Text_332,C,C,Product_333,2023-11-29,19,80.5,Text_332
Store_4,Text_333,Text_333,A,A,Product_334,2023-11-30,10,15.93,Text_333
Store_5,Text_334,Text_334,B,B,Product_335,2023-12-01,43,94.02,Text_334
Store_1,Text_335,Text_335,C,C,Product_336,2023-12-02,41,48.91,Text_335
Store_2,Text_336,Text_336,A,A,Product_337,2023-12-03,48,52.51,Text_336
Store_3,Text_337,Text_337,B,B,Product_338,2023-12-04,33,97.96,Text_337
Store_4,Text_338,Text_338,C,C,Product_339,2023-12-05,22,31.68,Text_338
Store_5,Text_339,Text_339,A,A,Product_340,2023-12-06,20,93.57,Text_339
Store_1,Text_340,Text_340,B,B,Product_341,2023-12-07,35,59.18,Text_340
Store_2,Text_341,Text_341,C,C,Product_342,2023-12-08,39,21.02,Text_341
Store_3,Text_342,Text_342,A,A,Product_343,2023-12-09,40,3.91,Text_342
Store_4,Text_343,Text_343,B,B,Product_344,2023-12-10,23,41.28,Text_343
Store_5,Text_344,Text_344,C,C,Product_345,2023-12-11,11,88.59,Text_344
Store_1,Text_345,Text_345,A,A,Product_346,2023-12-12,43,71.91,Text_345
Store_2,Text_346,Text_346,B,B,Product_347,2023-12-13,48,99.28,Text_346
Store_3,Text_347,Text_347,C,C,Product_348,2023-12-14,31,71.37,Text_347
Store_4,Text_348,Text_348,A,A,Product_349,2023-12-15,6,65.35,Text_348
Store_5,Text_349,Text_349,B,B,Product_350,2023-12-16,15,87.66,Text_349
Store_1,Text_350,Text_350,C,C,Product_351,2023-12-17,9,51.97,Text_350
Store_2,Text_351,Text_351,A,A,Product_352,2023-12-18,5,49.77,Text_351
Store_3,Text_352,Text_352,B,B,Product_353,2023-12-19,21,10.82,Text_352
Store_4,Text_353,Text_353,C,C,Product_354,2023-12-20,36,76.24,Text_353
Store_5,Text_354,Text_354,A,A,Product_355,2023-12-21,21,64.08,Text_354
Store_1,Text_355,Text_355,B,B,Product_356,2023-12-22,7,49.78,Text_355
Store_2,Text_356,Text_356,C,C,Product_357,2023-12-23,4,73.49,Text_356
Store_3,Text_357,Text_357,A,A,Product_358,2023-12-24,40,50.95,Text_357
Store_4,Text_358,Text_358,B,B,Product_359,2023-12-25,10,63.03,Text_358
Store_5,Text_359,Text_359,C,C,Product_360,2023-12-26,25,14.43,Text_359
Store_1,Text_360,Text_360,A,A,Product_361,2023-12-27,19,89.64,Text_360
Store_2,Text_361,Text_361,B,B,Product_362,2023-12-28,27,64.88,Text_361
Store_3,Text_362,Text_362,C,C,Product_363,2023-12-29,15,21.1,Text_362
Store_4,Text_363,Text_363,A,A,Product_364,2023-12-30,45,28.55,Text_363
Store_5,Text_364,Text_364,B,B,Product_365,2023-12-31,2,4.39,Text_364
Store_1,Text_365,Text_365,C,C,Product_366,2024-01-01,38,67.0,Text_365
Store_2,Text_366,Text_366,A,A,Product_367,2024-01-02,40,6.49,Text_366
Store_3,Text_367,Text_367,B,B,Product_368,2024-01-03,22,64.95,Text_367
Store_4,Text_368,Text_368,C,C,Product_369,2024-01-04,15,30.56,Text_368
Store_5,Text_369,Text_369,A,A,Product_370,2024-01-05,34,29.01,Text_369
Store_1,Text_370,Text_370,B,B,Product_371,2024-01-06,37,53.58,Text_370
Store_2,Text_371,Text_371,C,C,Product_372,2024-01-07,45,82.56,Text_371
Store_3,Text_372,Text_372,A,A,Product_373,2024-01-08,20,45.75,Text_372
Store_4,Text_373,Text_373,B,B,Product_374,2024-01-09,39,86.05,Text_373
Store_5,Text_374,Text_374,C,C,Product_375,2024-01-10,13,90.0,Text_374
Store_1,Text_375,Text_375,A,A,Product_376,2024-01-11,26,98.84,Text_375
Store_2,Text_376,Text_376,B,B,Product_377,2024-01-12,46,88.15,Text_376
Store_3,Text_377,Text_377,C,C,Product_378,2024-01-13,19,1.88,Text_377
Store_4,Text_378,Text_378,A,A,Product_379,2024-01-14,42,67.29,Text_378
Store_5,Text_379,Text_379,B,B,Product_380,2024-01-15,32,95.09,Text_379
Store_1,Text_380,Text_380,C,C,Product_381,2024-01-16,10,88.7,Text_380
Store_2,Text_381,Text_381,A,A,Product_382,2024-01-17,21,44.22,Text_381
Store_3,Text_382,Text_382,B,B,Product_383,2024-01-18,37,25.77,Text_382
Store_4,Text_383,Text_383,C,C,Product_384,2024-01-19,46,13.21,Text_383
Store_5,Text_384,Text_384,A,A,Product_385,2024-01-20,25,56.29,Text_384
Store_1,Text_385,Text_385,B,B,Product_386,2024-01-21,13,78.99,Text_385
Store_2,Text_386,Text_386,C,C,Product_387,2024-01-22,42,57.02,Text_386
Store_3,Text_387,Text_387,A,A,Product_388,2024-01-23,11,51.88,Text_387
Store_4,Text_388,Text_388,B,B,Product_389,2024-01-24,10,70.69,Text_388
Store_5,Text_389,Text_389,C,C,Product_390,2024-01-25,22,57.31,Text_389
Store_1,Text_390,Text_390,A,A,Product_391,2024-01-26,12,32.11,Text_390
Store_2,Text_391,Text_391,B,B,Product_392,2024-01-27,20,99.31,Text_391
Store_3,Text_392,Text_392,C,C,Product_393,2024-01-28,43,22.35,Text_392
Store_4,Text_393,Text_393,A,A,Product_394,2024-01-29,25,85.81,Text_393
Store_5,Text_394,Text_394,B,B,Product_395,2024-01-30,36,25.55,Text_394
Store_1,Text_395,Text_395,C,C,Product_396,2024-01-31,38,39.53,Text_395
Store_2,Text_396,Text_396,A,A,Product_397,2024-02-01,35,36.52,Text_396
Store_3,Text_397,Text_397,B,B,Product_398,2024-02-02,33,14.7,Text_397
Store_4,Text_398,Text_398,C,C,Product_399,2024-02-03,37,6.91,Text_398
Store_5,Text_399,Text_399,A,A,Product_400,2024-02-04,47,49.06,Text_399
Store_1,Text_400,Text_400,B,B,Product_401,2024-02-05,15,30.6,Text_400
Store_2,Text_401,Text_401,C,C,Product_402,2024-02-06,24,11.69,Text_401
Store_3,Text_402,Text_402,A,A,Product_403,2024-02-07,49,40.06,Text_402
Store_4,Text_403,Text_403,B,B,Product_404,2024-02-08,35,53.97,Text_403
Store_5,Text_404,Text_404,C,C,Product_405,2024-02-09,49,76.45,Text_404
Store_1,Text_405,Text_405,A,A,Product_406,2024-02-10,33,47.19,Text_405
Store_2,Text_406,Text_406,B,B,Product_407,2024-02-11,18,86.72,Text_406
Store_3,Text_407,Text_407,C,C,Product_408,2024-02-12,49,70.51,Text_407
Store_4,Text_408,Text_408,A,A,Product_409,2024-02-13,35,30.34,Text_408
Store_5,Text_409,Text_409,B,B,Product_410,2024-02-14,8,46.94,Text_409
Store_1,Text_410,Text_410,C,C,Product_411,2024-02-15,3,15.01,Text_410
Store_2,Text_411,Text_411,A,A,Product_412,2024-02-16,26,17.22,Text_411
Store_3,Text_412,Text_412,B,B,Product_413,2024-02-17,3,17.1,Text_412
Store_4,Text_413,Text_413,C,C,Product_414,2024-02-18,7,64.66,Text_413
Store_5,Text_414,Text_414,A,A,Product_415,2024-02-19,25,58.01,Text_414
Store_1,Text_415,Text_415,B,B,Product_416,2024-02-20,5,12.02,Text_415
Store_2,Text_416,Text_416,C,C,Product_417,2024-02-21,7,95.78,Text_416
Store_3,Text_417,Text_417,A,A,Product_418,2024-02-22,21,53.35,Text_417
Store_4,Text_418,Text_418,B,B,Product_419,2024-02-23,13,15.05,Text_418
Store_5,Text_419,Text_419,C,C,Product_420,2024-02-24,4,70.24,Text_419
Store_1,Text_420,Text_420,A,A,Product_421,2024-02-25,47,72.29,Text_420
Store_2,Text_421,Text_421,B,B,Product_422,2024-02-26,2,81.49,Text_421
Store_3,Text_422,Text_422,C,C,Product_423,2024-02-27,34,92.78,Text_422
Store_4,Text_423,Text_423,A,A,Product_424,2024-02-28,10,18.64,Text_423
Store_5,Text_424,Text_424,B,B,Product_425,2024-02-29,34,35.66,Text_424
Store_1,Text_425,Text_425,C,C,Product_426,2024-03-01,12,88.21,Text_425
Store_2,Text_426,Text_426,A,A,Product_427,2024-03-02,17,31.22,Text_426
Store_3,Text_427,Text_427,B,B,Product_428,2024-03-03,22,11.7,Text_427
Store_4,Text_428,Text_428,C,C,Product_429,2024-03-04,18,77.26,Text_428
Store_5,Text_429,Text_429,A,A,Product_430,2024-03-05,46,86.84,Text_429
Store_1,Text_430,Text_430,B,B,Product_431,2024-03-06,19,69.12,Text_430
Store_2,Text_431,Text_431,C,C,Product_432,2024-03-07,16,20.84,Text_431
Store_3,Text_432,Text_432,A,A,Product_433,2024-03-08,44,17.15,Text_432
Store_4,Text_433,Text_433,B,B,Product_434,2024-03-09,3,81.64,Text_433
Store_5,Text_434,Text_434,C,C,Product_435,2024-03-10,14,39.6,Text_434
Store_1,Text_435,Text_435,A,A,Product_436,2024-03-11,11,23.38,Text_435
Store_2,Text_436,Text_436,B,B,Product_437,2024-03-12,24,26.58,Text_436
Store_3,Text_437,Text_437,C,C,Product_438,2024-03-13,40,81.66,Text_437
Store_4,Text_438,Text_438,A,A,Product_439,2024-03-14,9,35.97,Text_438
Store_5,Text_439,Text_439,B,B,Product_440,2024-03-15,47,80.88,Text_439
Store_1,Text_440,Text_440,C,C,Product_441,2024-03-16,26,26.75,Text_440
Store_2,Text_441,Text_441,A,A,Product_442,2024-03-17,47,60.9,Text_441
Store_3,Text_442,Text_442,B,B,Product_443,2024-03-18,45,25.32,Text_442
Store_4,Text_443,Text_443,C,C,Product_444,2024-03-19,14,56.91,Text_443
Store_5,Text_444,Text_444,A,A,Product_445,2024-03-20,44,60.28,Text_444
Store_1,Text_445,Text_445,B,B,Product_446,2024-03-21,29,21.87,Text_445
Store_2,Text_446,Text_446,C,C,Product_447,2024-03-22,26,15.62,Text_446
Store_3,Text_447,Text_447,A,A,Product_448,2024-03-23,46,49.59,Text_447
Store_4,Text_448,Text_448,B,B,Product_449,2024-03-24,33,9.56,Text_448
Store_5,Text_449,Text_449,C,C,Product_450,2024-03-25,42,81.5,Text_449
Store_1,Text_450,Text_450,A,A,Product_451,2024-03-26,39,7.17,Text_450
Store_2,Text_451,Text_451,B,B,Product_452,2024-03-27,42,58.28,Text_451
Store_3,Text_452,Text_452,C,C,Product_453,2024-03-28,15,38.67,Text_452
Store_4,Text_453,Text_453,A,A,Product_454,2024-03-29,27,14.06,Text_453
Store_5,Text_454,Text_454,B,B,Product_455,2024-03-30,34,99.75,Text_454
Store_1,Text_455,Text_455,C,C,Product_456,2024-03-31,1,22.54,Text_455
Store_2,Text_456,Text_456,A,A,Product_457,2024-04-01,7,9.67,Text_456
Store_3,Text_457,Text_457,B,B,Product_458,2024-04-02,14,93.73,Text_457
Store_4,Text_458,Text_458,C,C,Product_459,2024-04-03,49,83.91,Text_458
Store_5,Text_459,Text_459,A,A,Product_460,2024-04-04,5,84.27,Text_459
Store_1,Text_460,Text_460,B,B,Product_461,2024-04-05,12,41.12,Text_460
Store_2,Text_461,Text_461,C,C,Product_462,2024-04-06,38,32.24,Text_461
Store_3,Text_462,Text_462,A,A,Product_463,2024-04-07,1,23.37,Text_462
Store_4,Text_463,Text_463,B,B,Product_464,2024-04-08,32,37.68,Text_463
Store_5,Text_464,Text_464,C,C,Product_465,2024-04-09,1,96.42,Text_464
Store_1,Text_465,Text_465,A,A,Product_466,2024-04-10,41,47.02,Text_465
Store_2,Text_466,Text_466,B,B,Product_467,2024-04-11,14,80.16,Text_466
Store_3,Text_467,Text_467,C,C,Product_468,2024-04-12,9,86.18,Text_467
Store_4,Text_468,Text_468,A,A,Product_469,2024-04-13,45,78.38,Text_468
Store_5,Text_469,Text_469,B,B,Product_470,2024-04-14,20,44.75,Text_469
Store_1,Text_470,Text_470,C,C,Product_471,2024-04-15,46,36.55,Text_470
Store_2,Text_471,Text_471,A,A,Product_472,2024-04-16,12,20.15,Text_471
Store_3,Text_472,Text_472,B,B,Product_473,2024-04-17,26,70.72,Text_472
Store_4,Text_473,Text_473,C,C,Product_474,2024-04-18,15,37.51,Text_473
Store_5,Text_474,Text_474,A,A,Product_475,2024-04-19,23,41.88,Text_474
Store_1,Text_475,Text_475,B,B,Product_476,2024-04-20,25,49.6,Text_475
Store_2,Text_476,Text_476,C,C,Product_477,2024-04-21,46,36.99,Text_476
Store_3,Text_477,Text_477,A,A,Product_478,2024-04-22,22,94.11,Text_477
Store_4,Text_478,Text_478,B,B,Product_479,2024-04-23,3,55.02,Text_478
Store_5,Text_479,Text_479,C,C,Product_480,2024-04-24,43,47.4,Text_479
Store_1,Text_480,Text_480,A,A,Product_481,2024-04-25,10,56.69,Text_480
Store_2,Text_481,Text_481,B,B,Product_482,2024-04-26,32,49.44,Text_481
Store_3,Text_482,Text_482,C,C,Product_483,2024-04-27,34,85.68,Text_482
Store_4,Text_483,Text_483,A,A,Product_484,2024-04-28,12,47.45,Text_483
Store_5,Text_484,Text_484,B,B,Product_485,2024-04-29,28,61.43,Text_484
Store_1,Text_485,Text_485,C,C,Product_486,2024-04-30,15,1.85,Text_485
Store_2,Text_486,Text_486,A,A,Product_487,2024-05-01,22,42.92,Text_486
Store_3,Text_487,Text_487,B,B,Product_488,2024-05-02,38,27.67,Text_487
Store_4,Text_488,Text_488,C,C,Product_489,2024-05-03,49,93.92,Text_488
Store_5,Text_489,Text_489,A,A,Product_490,2024-05-04,4,89.62,Text_489
Store_1,Text_490,Text_490,B,B,Product_491,2024-05-05,28,61.84,Text_490
Store_2,Text_491,Text_491,C,C,Product_492,2024-05-06,3,2.81,Text_491
Store_3,Text_492,Text_492,A,A,Product_493,2024-05-07,21,73.67,Text_492
Store_4,Text_493,Text_493,B,B,Product_494,2024-05-08,49,50.86,Text_493
Store_5,Text_494,Text_494,C,C,Product_495,2024-05-09,5,77.63,Text_494
Store_1,Text_495,Text_495,A,A,Product_496,2024-05-10,47,53.79,Text_495
Store_2,Text_496,Text_496,B,B,Product_497,2024-05-11,6,66.14,Text_496
Store_3,Text_497,Text_497,C,C,Product_498,2024-05-12,12,59.9,Text_497
Store_4,Text_498,Text_498,A,A,Product_499,2024-05-13,28,21.32,Text_498
Store_5,Text_499,Text_499,B,B,Product_500,2024-05-14,16,21.43,Text_499
Store_1,Text_500,Text_500,C,C,Product_501,2024-05-15,30,30.88,Text_500
Store_2,Text_501,Text_501,A,A,Product_502,2024-05-16,32,28.01,Text_501
Store_3,Text_502,Text_502,B,B,Product_503,2024-05-17,16,25.7,Text_502
Store_4,Text_503,Text_503,C,C,Product_504,2024-05-18,36,73.37,Text_503
Store_5,Text_504,Text_504,A,A,Product_505,2024-05-19,15,63.83,Text_504
Store_1,Text_505,Text_505,B,B,Product_506,2024-05-20,13,1.16,Text_505
Store_2,Text_506,Text_506,C,C,Product_507,2024-05-21,13,16.99,Text_506
Store_3,Text_507,Text_507,A,A,Product_508,2024-05-22,8,83.37,Text_507
Store_4,Text_508,Text_508,B,B,Product_509,2024-05-23,39,10.63,Text_508
Store_5,Text_509,Text_509,C,C,Product_510,2024-05-24,15,25.08,Text_509
Store_1,Text_510,Text_510,A,A,Product_511,2024-05-25,24,71.48,Text_510
Store_2,Text_511,Text_511,B,B,Product_512,2024-05-26,25,82.79,Text_511
Store_3,Text_512,Text_512,C,C,Product_513,2024-05-27,23,41.02,Text_512
Store_4,Text_513,Text_513,A,A,Product_514,2024-05-28,44,54.39,Text_513
Store_5,Text_514,Text_514,B,B,Product_515,2024-05-29,17,27.61,Text_514
Store_1,Text_515,Text_515,C,C,Product_516,2024-05-30,16,6.62,Text_515
Store_2,Text_516,Text_516,A,A,Product_517,2024-05-31,31,70.15,Text_516
Store_3,Text_517,Text_517,B,B,Product_518,2024-06-01,13,67.88,Text_517
Store_4,Text_518,Text_518,C,C,Product_519,2024-06-02,28,72.39,Text_518
Store_5,Text_519,Text_519,A,A,Product_520,2024-06-03,13,30.78,Text_519
Store_1,Text_520,Text_520,B,B,Product_521,2024-06-04,27,1.17,Text_520
Store_2,Text_521,Text_521,C,C,Product_522,2024-06-05,37,41.25,Text_521
Store_3,Text_522,Text_522,A,A,Product_523,2024-06-06,2,90.86,Text_522
Store_4,Text_523,Text_523,B,B,Product_524,2024-06-07,36,7.59,Text_523
Store_5,Text_524,Text_524,C,C,Product_525,2024-06-08,44,48.48,Text_524
Store_1,Text_525,Text_525,A,A,Product_526,2024-06-09,27,50.31,Text_525
Store_2,Text_526,Text_526,B,B,Product_527,2024-06-10,6,60.67,Text_526
Store_3,Text_527,Text_527,C,C,Product_528,2024-06-11,8,98.56,Text_527
Store_4,Text_528,Text_528,A,A,Product_529,2024-06-12,31,16.77,Text_528
Store_5,Text_529,Text_529,B,B,Product_530,2024-06-13,23,31.7,Text_529
Store_1,Text_530,Text_530,C,C,Product_531,2024-06-14,44,84.62,Text_530
Store_2,Text_531,Text_531,A,A,Product_532,2024-06-15,2,12.69,Text_531
Store_3,Text_532,Text_532,B,B,Product_533,2024-06-16,38,8.86,Text_532
Store_4,Text_533,Text_533,C,C,Product_534,2024-06-17,38,19.38,Text_533
Store_5,Text_534,Text_534,A,A,Product_535,2024-06-18,14,74.27,Text_534
Store_1,Text_535,Text_535,B,B,Product_536,2024-06-19,27,58.58,Text_535
Store_2,Text_536,Text_536,C,C,Product_537,2024-06-20,23,32.39,Text_536
Store_3,Text_537,Text_537,A,A,Product_538,2024-06-21,32,1.3,Text_537
Store_4,Text_538,Text_538,B,B,Product_539,2024-06-22,10,71.57,Text_538
Store_5,Text_539,Text_539,C,C,Product_540,2024-06-23,38,39.24,Text_539
Store_1,Text_540,Text_540,A,A,Product_541,2024-06-24,40,80.15,Text_540
Store_2,Text_541,Text_541,B,B,Product_542,2024-06-25,31,3.81,Text_541
Store_3,Text_542,Text_542,C,C,Product_543,2024-06-26,34,43.08,Text_542
Store_4,Text_543,Text_543,A,A,Product_544,2024-06-27,14,15.61,Text_543
Store_5,Text_544,Text_544,B,B,Product_545,2024-06-28,28,10.4,Text_544
Store_1,Text_545,Text_545,C,C,Product_546,2024-06-29,34,68.39,Text_545
Store_2,Text_546,Text_546,A,A,Product_547,2024-06-30,26,59.27,Text_546
Store_3,Text_547,Text_547,B,B,Product_548,2024-07-01,39,41.74,Text_547
Store_4,Text_548,Text_548,C,C,Product_549,2024-07-02,45,90.16,Text_548
Store_5,Text_549,Text_549,A,A,Product_550,2024-07-03,27,58.8,Text_549
Store_1,Text_550,Text_550,B,B,Product_551,2024-07-04,29,16.19,Text_550
Store_2,Text_551,Text_551,C,C,Product_552,2024-07-05,48,63.79,Text_551
Store_3,Text_552,Text_552,A,A,Product_553,2024-07-06,35,39.33,Text_552
Store_4,Text_553,Text_553,B,B,Product_554,2024-07-07,9,88.71,Text_553
Store_5,Text_554,Text_554,C,C,Product_555,2024-07-08,18,6.66,Text_554
Store_1,Text_555,Text_555,A,A,Product_556,2024-07-09,39,22.07,Text_555
Store_2,Text_556,Text_556,B,B,Product_557,2024-07-10,40,61.57,Text_556
Store_3,Text_557,Text_557,C,C,Product_558,2024-07-11,19,76.28,Text_557
Store_4,Text_558,Text_558,A,A,Product_559,2024-07-12,34,24.17,Text_558
Store_5,Text_559,Text_559,B,B,Product_560,2024-07-13,29,24.35,Text_559
Store_1,Text_560,Text_560,C,C,Product_561,2024-07-14,28,40.53,Text_560
Store_2,Text_561,Text_561,A,A,Product_562,2024-07-15,16,98.83,Text_561
Store_3,Text_562,Text_562,B,B,Product_563,2024-07-16,25,46.5,Text_562
Store_4,Text_563,Text_563,C,C,Product_564,2024-07-17,14,1.64,Text_563
Store_5,Text_564,Text_564,A,A,Product_565,2024-07-18,41,29.45,Text_564
Store_1,Text_565,Text_565,B,B,Product_566,2024-07-19,37,66.0,Text_565
Store_2,Text_566,Text_566,C,C,Product_567,2024-07-20,26,64.43,Text_566
Store_3,Text_567,Text_567,A,A,Product_568,2024-07-21,41,15.23,Text_567
Store_4,Text_568,Text_568,B,B,Product_569,2024-07-22,44,21.83,Text_568
Store_5,Text_569,Text_569,C,C,Product_570,2024-07-23,41,13.79,Text_569
Store_1,Text_570,Text_570,A,A,Product_571,2024-07-24,3,97.39,Text_570
Store_2,Text_571,Text_571,B,B,Product_572,2024-07-25,6,70.86,Text_571
Store_3,Text_572,Text_572,C,C,Product_573,2024-07-26,23,94.71,Text_572
Store_4,Text_573,Text_573,A,A,Product_574,2024-07-27,13,44.56,Text_573
Store_5,Text_574,Text_574,B,B,Product_575,2024-07-28,43,71.61,Text_574
Store_1,Text_575,Text_575,C,C,Product_576,2024-07-29,41,23.7,Text_575
Store_2,Text_576,Text_576,A,A,Product_577,2024-07-30,8,54.07,Text_576
Store_3,Text_577,Text_577,B,B,Product_578,2024-07-31,30,76.05,Text_577
Store_4,Text_578,Text_578,C,C,Product_579,2024-08-01,32,79.2,Text_578
Store_5,Text_579,Text_579,A,A,Product_580,2024-08-02,37,51.75,Text_579
Store_1,Text_580,Text_580,B,B,Product_581,2024-08-03,27,5.98,Text_580
Store_2,Text_581,Text_581,C,C,Product_582,2024-08-04,15,88.35,Text_581
Store_3,Text_582,Text_582,A,A,Product_583,2024-08-05,41,60.89,Text_582
Store_4,Text_583,Text_583,B,B,Product_584,2024-08-06,2,44.69,Text_583
Store_5,Text_584,Text_584,C,C,Product_585,2024-08-07,33,47.09,Text_584
Store_1,Text_585,Text_585,A,A,Product_586,2024-08-08,12,58.58,Text_585
Store_2,Text_586,Text_586,B,B,Product_587,2024-08-09,13,79.14,Text_586
Store_3,Text_587,Text_587,C,C,Product_588,2024-08-10,10,91.02,Text_587
Store_4,Text_588,Text_588,A,A,Product_589,2024-08-11,24,74.22,Text_588
Store_5,Text_589,Text_589,B,B,Product_590,2024-08-12,15,34.53,Text_589
Store_1,Text_590,Text_590,C,C,Product_591,2024-08-13,35,91.43,Text_590
Store_2,Text_591,Text_591,A,A,Product_592,2024-08-14,8,97.87,Text_591
Store_3,Text_592,Text_592,B,B,Product_593,2024-08-15,38,34.02,Text_592
Store_4,Text_593,Text_593,C,C,Product_594,2024-08-16,39,65.64,Text_593
Store_5,Text_594,Text_594,A,A,Product_595,2024-08-17,21,71.03,Text_594
Store_1,Text_595,Text_595,B,B,Product_596,2024-08-18,12,42.83,Text_595
Store_2,Text_596,Text_596,C,C,Product_597,2024-08-19,14,5.11,Text_596
Store_3,Text_597,Text_597,A,A,Product_598,2024-08-20,35,95.69,Text_597
Store_4,Text_598,Text_598,B,B,Product_599,2024-08-21,30,1.06,Text_598
Store_5,Text_599,Text_599,C,C,Product_600,2024-08-22,1,37.85,Text_599
Store_1,Text_600,Text_600,A,A,Product_601,2024-08-23,28,6.13,Text_600
Store_2,Text_601,Text_601,B,B,Product_602,2024-08-24,46,58.42,Text_601
Store_3,Text_602,Text_602,C,C,Product_603,2024-08-25,6,49.08,Text_602
Store_4,Text_603,Text_603,A,A,Product_604,2024-08-26,11,82.53,Text_603
Store_5,Text_604,Text_604,B,B,Product_605,2024-08-27,26,27.51,Text_604
Store_1,Text_605,Text_605,C,C,Product_606,2024-08-28,7,88.76,Text_605
Store_2,Text_606,Text_606,A,A,Product_607,2024-08-29,37,70.61,Text_606
Store_3,Text_607,Text_607,B,B,Product_608,2024-08-30,32,12.52,Text_607
Store_4,Text_608,Text_608,C,C,Product_609,2024-08-31,33,6.69,Text_608
Store_5,Text_609,Text_609,A,A,Product_610,2024-09-01,49,7.23,Text_609
Store_1,Text_610,Text_610,B,B,Product_611,2024-09-02,25,51.6,Text_610
Store_2,Text_611,Text_611,C,C,Product_612,2024-09-03,15,35.86,Text_611
Store_3,Text_612,Text_612,A,A,Product_613,2024-09-04,21,68.98,Text_612
Store_4,Text_613,Text_613,B,B,Product_614,2024-09-05,36,42.56,Text_613
Store_5,Text_614,Text_614,C,C,Product_615,2024-09-06,9,21.16,Text_614
Store_1,Text_615,Text_615,A,A,Product_616,2024-09-07,7,11.23,Text_615
Store_2,Text_616,Text_616,B,B,Product_617,2024-09-08,6,17.3,Text_616
Store_3,Text_617,Text_617,C,C,Product_618,2024-09-09,33,14.5,Text_617
Store_4,Text_618,Text_618,A,A,Product_619,2024-09-10,35,18.44,Text_618
Store_5,Text_619,Text_619,B,B,Product_620,2024-09-11,25,27.56,Text_619
Store_1,Text_620,Text_620,C,C,Product_621,2024-09-12,46,68.49,Text_620
Store_2,Text_621,Text_621,A,A,Product_622,2024-09-13,44,39.95,Text_621
Store_3,Text_622,Text_622,B,B,Product_623,2024-09-14,11,99.6,Text_622
Store_4,Text_623,Text_623,C,C,Product_624,2024-09-15,6,74.93,Text_623
Store_5,Text_624,Text_624,A,A,Product_625,2024-09-16,8,10.18,Text_624
Store_1,Text_625,Text_625,B,B,Product_626,2024-09-17,31,90.58,Text_625
Store_2,Text_626,Text_626,C,C,Product_627,2024-09-18,40,39.79,Text_626
Store_3,Text_627,Text_627,A,A,Product_628,2024-09-19,2,48.01,Text_627
Store_4,Text_628,Text_628,B,B,Product_629,2024-09-20,16,33.2,Text_628
Store_5,Text_629,Text_629,C,C,Product_630,2024-09-21,45,10.47,Text_629
Store_1,Text_630,Text_630,A,A,Product_631,2024-09-22,46,41.65,Text_630
Store_2,Text_631,Text_631,B,B,Product_632,2024-09-23,28,64.88,Text_631
Store_3,Text_632,Text_632,C,C,Product_633,2024-09-24,49,65.32,Text_632
Store_4,Text_633,Text_633,A,A,Product_634,2024-09-25,34,48.73,Text_633
Store_5,Text_634,Text_634,B,B,Product_635,2024-09-26,5,84.83,Text_634
Store_1,Text_635,Text_635,C,C,Product_636,2024-09-27,7,87.73,Text_635
Store_2,Text_636,Text_636,A,A,Product_637,2024-09-28,44,77.56,Text_636
Store_3,Text_637,Text_637,B,B,Product_638,2024-09-29,31,7.9,Text_637
Store_4,Text_638,Text_638,C,C,Product_639,2024-09-30,12,86.94,Text_638
Store_5,Text_639,Text_639,A,A,Product_640,2024-10-01,20,85.99,Text_639
Store_1,Text_640,Text_640,B,B,Product_641,2024-10-02,40,53.81,Text_640
Store_2,Text_641,Text_641,C,C,Product_642,2024-10-03,38,44.63,Text_641
Store_3,Text_642,Text_642,A,A,Product_643,2024-10-04,46,83.85,Text_642
Store_4,Text_643,Text_643,B,B,Product_644,2024-10-05,26,27.29,Text_643
Store_5,Text_644,Text_644,C,C,Product_645,2024-10-06,28,74.49,Text_644
Store_1,Text_645,Text_645,A,A,Product_646,2024-10-07,19,60.38,Text_645
Store_2,Text_646,Text_646,B,B,Product_647,2024-10-08,27,28.9,Text_646
Store_3,Text_647,Text_647,C,C,Product_648,2024-10-09,21,15.55,Text_647
Store_4,Text_648,Text_648,A,A,Product_649,2024-10-10,22,82.04,Text_648
Store_5,Text_649,Text_649,B,B,Product_650,2024-10-11,38,24.79,Text_649
Store_1,Text_650,Text_650,C,C,Product_651,2024-10-12,38,84.25,Text_650
Store_2,Text_651,Text_651,A,A,Product_652,2024-10-13,46,100.0,Text_651
Store_3,Text_652,Text_652,B,B,Product_653,2024-10-14,35,6.6,Text_652
Store_4,Text_653,Text_653,C,C,Product_654,2024-10-15,35,13.33,Text_653
Store_5,Text_654,Text_654,A,A,Product_655,2024-10-16,10,33.41,Text_654
Store_1,Text_655,Text_655,B,B,Product_656,2024-10-17,42,9.94,Text_655
Store_2,Text_656,Text_656,C,C,Product_657,2024-10-18,38,68.05,Text_656
Store_3,Text_657,Text_657,A,A,Product_658,2024-10-19,3,86.8,Text_657
Store_4,Text_658,Text_658,B,B,Product_659,2024-10-20,6,83.37,Text_658
Store_5,Text_659,Text_659,C,C,Product_660,2024-10-21,38,47.03,Text_659
Store_1,Text_660,Text_660,A,A,Product_661,2024-10-22,7,5.24,Text_660
Store_2,Text_661,Text_661,B,B,Product_662,2024-10-23,5,90.19,Text_661
Store_3,Text_662,Text_662,C,C,Product_663,2024-10-24,10,1.48,Text_662
